id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic
51953,Tiffany Hwang released a solo debut album in 2010.,REFUTES,REFUTES,['in 2010'],Tiffany_Hwang,"In 2016 , following her contribution to several side projects during the early part of her career , Tiffany became the second Girls ' Generation member to release a solo debut album , I Just Wan na Dance .",Tiffany Hwang released a solo debut album in 2010.,"In 2016, following her contribution to several side projects during the early part of her career, Tiffany became the second Girls Generation member to release a solo debut album, I Just Wan na Dance.","['Tiffany Hwang', '2010']","['2016', 'Tiffany', 'second', 'Girls Generation']",0.815644383,0.171497583,0.012858015,['Tiffany Hwang'],"['Tiffany Hwang', 'a solo debut album']","['Tiffany', 'second', 'Girls Generation']","['her contribution', 'several side projects', 'the early part', 'her career', 'Tiffany', 'the second Girls Generation member', 'a solo debut album', 'I']",1,3,2,4,2,8,0.574789405,TRUE,['Tiffany Hwang'],"['her', 'her', 'Tiffany']",['2010'],['2016'],[],[],0.321428571,0.773809493,0.413565874,0.597840488,0,0,"{'general_facts_justification': 'The evidence states that Tiffany released her solo debut album in 2016, which contradicts the claim that she released it in 2010.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim refers to Tiffany Hwang, while the evidence refers to Tiffany from Girls Generation. Although they share the same first name, it is unclear whether they refer to the same person.', 'same_entity_label': False, 'time_justification': 'The evidence states that Tiffany released her solo debut album in 2016, which contradicts the claim that she released it in 2010.', 'time_label': 'REFUTES', 'topic': 'Music'}","The evidence states that Tiffany released her solo debut album in 2016, which contradicts the claim that she released it in 2010.",REFUTES,"The claim refers to Tiffany Hwang, while the evidence refers to Tiffany from Girls Generation. Although they share the same first name, it is unclear whether they refer to the same person.",FALSE,"The evidence states that Tiffany released her solo debut album in 2016, which contradicts the claim that she released it in 2010.",REFUTES,Music
50101,Lil Wayne's sixth album sold over a million copies in the black market in its first week.,NOT ENOUGH INFO,NOT ENOUGH INFO,['in its first week'],Lil_Wayne,"Wayne gained more prominence with his sixth album Tha Carter III LRB 2008 RRB , which became his most successful album to date , with first week sales of over one million copies in the United States .",Lil Wayne s sixth album sold over a million copies in the black market in its first week.,"Wayne gained more prominence with his sixth album Tha Carter III LRB 2008 RRB, which became his most successful album to date, with first week sales of over one million copies in the United States.","['Lil Wayne s', 'sixth', 'million', 'its first week']","['Wayne', 'sixth', 'Tha Carter III', '2008', 'first week', 'over one million', 'the United States']",0.004903432,0.967998803,0.027097756,"['Lil Wayne s', 'sixth', 'million']","['Lil Wayne s sixth album', 'over a million copies', 'the black market']","['Wayne', 'sixth', 'Tha Carter III', 'over one million', 'the United States']","['Wayne', 'more prominence', 'his sixth album', 'which', 'his most successful album', 'date', 'over one million copies', 'the United States']",3,5,4,7,3,8,0.627579212,TRUE,"['Lil Wayne s sixth album', 'its', 'Lil Wayne s']","['Wayne', 'his', 'his']",['week'],"['first week', '2008']",['million'],"['one', 'million']",0.569641411,0.664987564,0.664587438,0.99999994,1,2,"{'general_facts_justification': ""The evidence confirms that Lil Wayne's sixth album was successful and sold over a million copies in its first week, which supports the claim."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""Both the claim and evidence refer to Lil Wayne's sixth album."", 'same_entity_label': True, 'time_justification': ""The evidence confirms that Lil Wayne's sixth album was released in 2008 and sold over a million copies in its first week, which matches the time frame mentioned in the claim."", 'time_label': 'SUPPORTS', 'topic': 'Music'}","The evidence confirms that Lil Wayne's sixth album was successful and sold over a million copies in its first week, which supports the claim.",SUPPORTS,Both the claim and evidence refer to Lil Wayne's sixth album.,TRUE,"The evidence confirms that Lil Wayne's sixth album was released in 2008 and sold over a million copies in its first week, which matches the time frame mentioned in the claim.",SUPPORTS,Music
29614,The Blue Lagoon was released in or before 1927.,SUPPORTS,SUPPORTS,['in or before 1927'],The_Blue_Lagoon_-LRB-novel-RRB-,The Blue Lagoon is a romance novel written by Henry De Vere Stacpoole and was first published by T. Fisher Unwin in 1908 .,The Blue Lagoon was released in or before 1927.,The Blue Lagoon is a romance novel written by Henry De Vere Stacpoole and was first published by T. Fisher Unwin in 1908.,"['The Blue Lagoon', '1927']","['The Blue Lagoon', 'Henry De Vere Stacpoole', 'T. Fisher Unwin', '1908']",0.231177166,0.762963712,0.00585917,['The Blue Lagoon'],['The Blue Lagoon'],"['The Blue Lagoon', 'Henry De Vere Stacpoole', 'T. Fisher Unwin']","['The Blue Lagoon', 'a romance novel', 'Henry De Vere Stacpoole', 'T. Fisher Unwin']",1,3,2,4,1,4,0.656630278,TRUE,['The Blue Lagoon'],['The Blue Lagoon'],['1927'],['1908'],[],[],0.5,0.5,0.540296793,0.661187291,0,0,"{'general_facts_justification': 'The evidence clearly states that the novel was first published in 1908, which is well before 1927. Therefore, the evidence refutes the claim.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim refers to a movie, while the evidence refers to a novel. Although they share the same name, they are different entities.', 'same_entity_label': False, 'time_justification': 'The evidence does not provide any temporal information that can be used to support or refute the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'The claim and evidence are referring to different topics.'}","The evidence clearly states that the novel was first published in 1908, which is well before 1927. Therefore, the evidence refutes the claim.",REFUTES,"The claim refers to a movie, while the evidence refers to a novel. Although they share the same name, they are different entities.",FALSE,The evidence does not provide any temporal information that can be used to support or refute the claim.,NOT ENOUGH INFO,The claim and evidence are referring to different topics.
13081,Adele graduated from the BRIT School for Performing Arts and Technology in May of 2006.,NOT ENOUGH INFO,NOT ENOUGH INFO,['in May of 2006'],Adele,"Her debut album , 19 , was released in 2008 to commercial and critical success .",Adele graduated from the BRIT School for Performing Arts and Technology in May of 2006.,"Her debut album, 19, was released in 2008 to commercial and critical success.","['Adele', 'the BRIT School for Performing Arts and Technology', 'May of 2006']","['19', '2008']",0.003224392,0.994355977,0.002419606,"['Adele', 'the BRIT School for Performing Arts and Technology']","['Adele', 'the BRIT School', 'Performing', 'Arts', 'Technology', 'May']",[],"['Her debut album', 'commercial and critical success']",2,0,3,2,6,2,0.359920114,TRUE,['Adele'],['Her'],['may of 2006'],['2008'],[],[],0,0.096527934,0.134380803,0.415778726,0,0,"{'general_facts_justification': ""The evidence does not provide any information that supports or refutes the claim that Adele graduated from the BRIT School in May of 2006. The evidence only provides information about Adele's debut album."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The claim and evidence do not refer to the same entity. The claim refers to Adele, while the evidence refers to her debut album.', 'same_entity_label': False, 'time_justification': 'The evidence refutes the claim that Adele graduated from the BRIT School in May of 2006 because her debut album was released in 2008, which is after the claimed graduation date.', 'time_label': 'REFUTES', 'topic': 'Music'}",The evidence does not provide any information that supports or refutes the claim that Adele graduated from the BRIT School in May of 2006. The evidence only provides information about Adele's debut album.,NOT ENOUGH INFO,"The claim and evidence do not refer to the same entity. The claim refers to Adele, while the evidence refers to her debut album.",FALSE,"The evidence refutes the claim that Adele graduated from the BRIT School in May of 2006 because her debut album was released in 2008, which is after the claimed graduation date.",REFUTES,Music
62986,Pink Floyd were inducted into the UK Music Hall of Fame in 2005.,SUPPORTS,SUPPORTS,['in 2005'],Pink_Floyd,Pink Floyd were inducted into the American Rock and Roll Hall of Fame in 1996 and the UK Music Hall of Fame in 2005 .,Pink Floyd were inducted into the UK Music Hall of Fame in 2005.,Pink Floyd were inducted into the American Rock and Roll Hall of Fame in 1996 and the UK Music Hall of Fame in 2005.,"['Pink Floyd', 'UK', '2005']","['Pink Floyd', '1996', 'UK', '2005']",0.008317422,0.897140026,0.094542578,"['Pink Floyd', 'UK']","['Pink Floyd', 'the UK Music Hall', 'Fame']","['Pink Floyd', 'UK']","['Pink Floyd', 'the American Rock and Roll Hall', 'Fame', 'the UK Music Hall', 'Fame']",2,2,3,4,3,5,0.940556407,TRUE,"['Pink Floyd', 'the UK Music Hall of Fame', '2005']","['Pink Floyd', 'the UK Music Hall of Fame', '2005']",['2005'],"['1996', '2005']",[],[],0.5,0.571428597,0.625,1,0,0,"{'general_facts_justification': 'The evidence confirms that Pink Floyd were inducted into the UK Music Hall of Fame in 2005, which supports the claim.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to Pink Floyd.', 'same_entity_label': True, 'time_justification': ""The evidence provides dates for Pink Floyd's induction into the American Rock and Roll Hall of Fame in 1996 and the UK Music Hall of Fame in 2005, but does not provide enough information to determine whether the date information supports, refutes, or has not enough information to address the claim."", 'time_label': 'NOT ENOUGH INFO', 'topic': 'Music Hall of Fame'}","The evidence confirms that Pink Floyd were inducted into the UK Music Hall of Fame in 2005, which supports the claim.",SUPPORTS,The claim and evidence both refer to Pink Floyd.,TRUE,"The evidence provides dates for Pink Floyd's induction into the American Rock and Roll Hall of Fame in 1996 and the UK Music Hall of Fame in 2005, but does not provide enough information to determine whether the date information supports, refutes, or has not enough information to address the claim.",NOT ENOUGH INFO,Music Hall of Fame
16509,The Flash's third season premiered in 2014.,REFUTES,REFUTES,['in 2014'],The_Flash_-LRB-2014_TV_series-RRB-,"The series was renewed for a third season in March 2016 , which premiered on October 4 , 2016 .",The Flash s third season premiered in 2014.,"The series was renewed for a third season in March 2016, which premiered on October 4, 2016.","['Flash', '2014']","['a third season in', 'March 2016', 'October 4, 2016']",0.992304504,0.006597867,0.001097605,['Flash'],['The Flash s third season'],[],"['The series', 'a third season', 'March', 'which', 'October']",1,0,2,3,1,5,0.601326644,TRUE,['The Flash s'],['The series'],['2014'],"['march 2016', 'october 4 2016']",[],[],0,0.572964907,0.456239909,0.745813131,0,0,"{'general_facts_justification': ""The evidence does not provide information on whether the third season of 'The Flash' premiered in 2014, so it is not possible to determine whether the evidence supports or refutes the claim. The evidence only provides information on the renewal and premiere dates of the third season."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim refers to the third season of 'The Flash' and the evidence refers to the third season of 'The Flash', but the evidence does not provide information on whether it is the same season as the one mentioned in the claim."", 'same_entity_label': False, 'time_justification': ""The evidence states that the third season of 'The Flash' premiered on October 4, 2016, which is not the same as the date mentioned in the claim (2014). Therefore, the time information in the evidence refutes the claim."", 'time_label': 'REFUTES', 'topic': 'TV show'}","The evidence does not provide information on whether the third season of 'The Flash' premiered in 2014, so it is not possible to determine whether the evidence supports or refutes the claim. The evidence only provides information on the renewal and premiere dates of the third season.",NOT ENOUGH INFO,"The claim refers to the third season of 'The Flash' and the evidence refers to the third season of 'The Flash', but the evidence does not provide information on whether it is the same season as the one mentioned in the claim.",FALSE,"The evidence states that the third season of 'The Flash' premiered on October 4, 2016, which is not the same as the date mentioned in the claim (2014). Therefore, the time information in the evidence refutes the claim.",REFUTES,TV show
39330,Papua New Guinea's economy grew in 2011.,SUPPORTS,SUPPORTS,['in 2011'],Papua_New_Guinea,Strong growth in Papua New Guinea 's mining and resource sector led to the country becoming the sixth fastest growing economy in the world in 2011 .,Papua New Guinea s economy grew in 2011.,Strong growth in Papua New Guinea s mining and resource sector led to the country becoming the sixth fastest growing economy in the world in 2011.,"['Papua New Guinea', '2011']","['Papua New Guinea', 'sixth', '2011']",0.001115665,0.99629277,0.002591535,['Papua New Guinea'],['Papua New Guinea s economy'],"['Papua New Guinea', 'sixth']","['Strong growth', 'Papua New Guinea s mining and resource sector', 'the country', 'the sixth fastest growing economy', 'the world']",1,2,2,3,1,5,0.821738243,TRUE,"['Papua New Guinea s', '2011']","['Papua New Guinea s', 'the country', '2011']",['2011'],['2011'],[],[],0.5,0.699999988,0.625,1,0,0,"{'general_facts_justification': ""The evidence states that Papua New Guinea's economy experienced strong growth due to its mining and resource sector in 2011, which supports the claim that the economy grew in the same year."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence both refer to Papua New Guinea's economy."", 'same_entity_label': True, 'time_justification': 'The evidence explicitly states that the growth occurred in 2011, which matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Economy'}","The evidence states that Papua New Guinea's economy experienced strong growth due to its mining and resource sector in 2011, which supports the claim that the economy grew in the same year.",SUPPORTS,The claim and evidence both refer to Papua New Guinea's economy.,TRUE,"The evidence explicitly states that the growth occurred in 2011, which matches the date stated in the claim.",SUPPORTS,Economy
16725,People born in the 1950s and 1960s were part of the Jackson family.,SUPPORTS,SUPPORTS,['in the 1950s and 1960s'],Janet_Jackson,"Janet Damita Jo Jackson LRB born May 16 , 1966 RRB is an American singer , songwriter , dancer and actress .",People born in the 1950s and 1960s were part of the Jackson family.,"Janet Damita Jo Jackson LRB born May 16, 1966 RRB is an American singer, songwriter, dancer and actress.","['the 1950s and', '1960s', 'Jackson']","['Janet Damita Jo Jackson', 'May 16, 1966', 'American']",0.020301456,0.968547702,0.011150866,['Jackson'],"['People', 'the 1950s', 'part', 'the Jackson family']","['Janet Damita Jo Jackson', 'American']","['Janet Damita Jo Jackson LRB', 'RRB', 'an American singer', 'songwriter', 'dancer', 'actress']",1,2,3,3,4,6,0.3723526,FALSE,[],[],"['1960s', 'the 1950s']",['may 16 1966'],[],[],0.5,0.26893726,0.386381388,0.4283849,0,0,"{'general_facts_justification': 'The evidence does not provide any information on whether people born in the 1950s and 1960s were part of the Jackson family.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The evidence is about Janet Jackson, while the claim is about people born in the 1950s and 1960s being part of the Jackson family. It is possible that Janet Jackson was born in the same family, but the evidence does not provide enough information to confirm or deny this.', 'same_entity_label': False, 'time_justification': 'The evidence does not provide any temporal information related to the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Jackson family'}",The evidence does not provide any information on whether people born in the 1950s and 1960s were part of the Jackson family.,NOT ENOUGH INFO,"The evidence is about Janet Jackson, while the claim is about people born in the 1950s and 1960s being part of the Jackson family. It is possible that Janet Jackson was born in the same family, but the evidence does not provide enough information to confirm or deny this.",FALSE,The evidence does not provide any temporal information related to the claim.,NOT ENOUGH INFO,Jackson family
57679,Donnie Wahlberg was nominated for an award in 2003.,NOT ENOUGH INFO,NOT ENOUGH INFO,['in 2003'],Donnie_Wahlberg,"Outside of music , he has had roles in the Saw films , The Sixth Sense , Dreamcatcher , and Righteous Kill , also appearing in the World War II miniseries Band of Brothers as First Lieutenant Carwood Lipton .",Donnie Wahlberg was nominated for an award in 2003.,"Outside of music, he has had roles in the Saw films, The Sixth Sense, Dreamcatcher, and Righteous Kill, also appearing in the World War II miniseries Band of Brothers as First Lieutenant Carwood Lipton.","['Donnie Wahlberg', '2003']","['Saw', 'Sixth', 'Dreamcatcher', 'Righteous Kill', 'the World War II', 'Band of Brothers']",0.009192172,0.985915184,0.00489261,['Donnie Wahlberg'],"['Donnie Wahlberg', 'an award']","['Saw', 'Sixth', 'Dreamcatcher', 'Righteous Kill', 'the World War II', 'Band of Brothers']","['music', 'he', 'roles', 'the Saw films', 'The Sixth Sense', 'Dreamcatcher', 'Righteous Kill', 'the World War II miniseries', 'Band', 'Brothers', 'First Lieutenant Carwood Lipton']",1,6,2,6,2,11,0.200219482,TRUE,['Donnie Wahlberg'],['he'],['2003'],[],[],[],0.135416667,0.206011444,0.163113043,0,0,0,"{'general_facts_justification': ""The evidence provides information about Donnie Wahlberg's roles and appearances in various films and TV shows, but it does not provide any information about whether he was nominated for an award in 2003."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The evidence mentions Donnie Wahlberg, who is the same person mentioned in the claim.', 'same_entity_label': True, 'time_justification': ""The evidence does not explicitly mention the year 2003, but it provides information about Donnie Wahlberg's roles and appearances in various films and TV shows, which suggests that he was active in the entertainment industry during that time period."", 'time_label': 'SUPPORTS', 'topic': ""Donnie Wahlberg's career in the entertainment industry""}","The evidence provides information about Donnie Wahlberg's roles and appearances in various films and TV shows, but it does not provide any information about whether he was nominated for an award in 2003.",NOT ENOUGH INFO,"The evidence mentions Donnie Wahlberg, who is the same person mentioned in the claim.",TRUE,"The evidence does not explicitly mention the year 2003, but it provides information about Donnie Wahlberg's roles and appearances in various films and TV shows, which suggests that he was active in the entertainment industry during that time period.",SUPPORTS,Donnie Wahlberg's career in the entertainment industry
58827,Lighting Point was filmed in 2012 in America.,REFUTES,REFUTES,['in 2012'],Lightning_Point,It was filmed on location at the Gold Coast in 2011 .,Lighting Point was filmed in 2012 in America.,It was filmed on location at the Gold Coast in 2011.,"['Lighting Point', '2012', 'America']","['the Gold Coast', '2011']",0.989148438,0.009106172,0.001745365,"['Lighting Point', 'America']","['Lighting Point', 'America']",['the Gold Coast'],"['It', 'location', 'the Gold Coast']",2,1,3,2,2,3,0.569046855,TRUE,['Lighting Point'],['It'],['2012'],['2011'],[],[],0.111309524,0.132142857,0.298327267,0.859380484,0,0,"{'general_facts_justification': 'The evidence provides information about where the movie was filmed and when, but it does not provide any information that would support or refute the claim that it was filmed in America in 2012. Therefore, there is not enough information to determine whether the evidence supports, refutes, or has no effect on the claim.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The claim states that Lighting Point was filmed in America in 2012, while the evidence states that it was filmed on location at the Gold Coast in 2011. There is no clear indication that these two refer to the same entity.', 'same_entity_label': False, 'time_justification': 'The claim states that Lighting Point was filmed in America in 2012, while the evidence states that it was filmed on location at the Gold Coast in 2011. Since the evidence contradicts the claim on the specific time period, it refutes the claim.', 'time_label': 'REFUTES', 'topic': 'Filming location and time'}","The evidence provides information about where the movie was filmed and when, but it does not provide any information that would support or refute the claim that it was filmed in America in 2012. Therefore, there is not enough information to determine whether the evidence supports, refutes, or has no effect on the claim.",NOT ENOUGH INFO,"The claim states that Lighting Point was filmed in America in 2012, while the evidence states that it was filmed on location at the Gold Coast in 2011. There is no clear indication that these two refer to the same entity.",FALSE,"The claim states that Lighting Point was filmed in America in 2012, while the evidence states that it was filmed on location at the Gold Coast in 2011. Since the evidence contradicts the claim on the specific time period, it refutes the claim.",REFUTES,Filming location and time
3028,George H. W. Bush was an American politician born in 1924.,SUPPORTS,SUPPORTS,['in 1924'],George_H._W._Bush,"George Herbert Walker Bush LRB born June 12 , 1924 RRB is an American politician who was the 41st President of the United States from 1989 to 1993 and the 43rd Vice President of the United States from 1981 to 1989 .",George H. W. Bush was an American politician born in 1924.,"George Herbert Walker Bush LRB born June 12, 1924 RRB is an American politician who was the 41st President of the United States from 1989 to 1993 and the 43rd Vice President of the United States from 1981 to 1989.","['George H. W. Bush', 'American', '1924']","['George Herbert Walker Bush', 'June 12, 1924', 'American', '41st', 'the United States', '1989 to 1993', '43rd', 'the United States', '1981', '1989']",0.010565384,0.974369049,0.015065624,"['George H. W. Bush', 'American']","['George H. W. Bush', 'an American politician']","['George Herbert Walker Bush', 'American', '41st', 'the United States', '43rd', 'the United States']","['George Herbert Walker Bush LRB', 'RRB', 'an American politician', 'who', 'the 41st President', 'the United States', 'the 43rd Vice President', 'the United States']",2,6,3,10,2,8,0.632760406,TRUE,['George H. W. Bush'],"['George Herbert Walker Bush LRB born June 12, 1924 RRB', 'the United States', 'the United States', '1989', '1989']",['1924'],"['june 12 1924', '1981', '1993', '1989']",[],[],0.330952381,0.522108853,0.442460299,1,0,0,"{'general_facts_justification': ""The evidence provides additional information about George H. W. Bush's political career and confirms his American nationality, which supports the claim."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence clearly refers to George H. W. Bush, who is the subject of the claim.', 'same_entity_label': True, 'time_justification': 'The evidence confirms that George H. W. Bush was born in 1924, which matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': ""George H. W. Bush's biography""}","The evidence provides additional information about George H. W. Bush's political career and confirms his American nationality, which supports the claim.",SUPPORTS,"The evidence clearly refers to George H. W. Bush, who is the subject of the claim.",TRUE,"The evidence confirms that George H. W. Bush was born in 1924, which matches the date stated in the claim.",SUPPORTS,George H. W. Bush's biography
